Usia,Jenis_Kelamin,Pendidikan_Terakhir,Pekerjaan,Status_Perkawinan,Jumlah_Anak,Penghasilan_Bulanan,Kota_Tinggal,NIK
33,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,5,13710941,Parungkuda,5279869910393361
15,Perempuan,Pascasarjana,Petani,Belum Kawin,0,1448852,Jampang,5110262045750165
21,Laki-laki,SMP,Pengangguran,Belum Kawin,4,3209972,Pelabuhan Ratu,3682475645172112
63,Perempuan,Pascasarjana,Dokter,Kawin,2,12614826,Jampang,8494767452160572
7,Perempuan,SMP,Guru,Belum Kawin,5,5720181,Jampang,3208562761551738
72,Perempuan,SD,Pengangguran,Cerai,3,4896883,Pelabuhan Ratu,6536237119030868
52,Laki-laki,Pascasarjana,Petani,Cerai,2,1881478,Jampang,2925647512051697
83,Laki-laki,Sarjana,Pengangguran,Belum Kawin,0,2059609,Cisaat,4600104923957880
46,Perempuan,Diploma,Petani,Belum Kawin,1,7761929,Cibadak,3097467164353851
53,Perempuan,SMA,Guru,Cerai,2,2311772,Sukabumi,5427276074797624
58,Perempuan,Diploma,Petani,Kawin,3,14782990,Pelabuhan Ratu,7471574481630559
53,Laki-laki,Pascasarjana,Pengangguran,Kawin,1,17411181,Cisaat,2472159748300116
62,Perempuan,Sarjana,Kuli,Cerai,2,6916857,Cisaat,5377460559828523
6,Perempuan,SMP,Pegawai Negeri,Kawin,1,6700747,Parungkuda,5002667188399229
72,Laki-laki,Pascasarjana,Pelajar,Kawin,4,2085523,Cibadak,0075212002166515
26,Laki-laki,SD,Pegawai Negeri,Kawin,1,11967758,Cisaat,6998174045305854
79,Laki-laki,SD,Pelajar,Kawin,3,10869613,Sukabumi,9260657996780247
66,Laki-laki,SMP,Pengangguran,Belum Kawin,5,16623943,Jampang,3009151624455698
33,Laki-laki,SMA,Pelajar,Belum Kawin,1,13891587,Cisaat,8641719532643815
77,Laki-laki,Sarjana,Pengangguran,Belum Kawin,5,3270363,Pelabuhan Ratu,9851151395403889
59,Laki-laki,Sarjana,Pegawai Negeri,Belum Kawin,3,14385623,Cisaat,3866136045139631
72,Laki-laki,Pascasarjana,Guru,Belum Kawin,4,10535829,Sukabumi,7217710745101682
85,Laki-laki,Pascasarjana,Pelajar,Belum Kawin,0,12686413,Jampang,2288177361227613
33,Laki-laki,Sarjana,Petani,Kawin,0,1170102,Jampang,5627286522693576
22,Laki-laki,SMP,Dokter,Belum Kawin,0,4642370,Cisaat,3204186084150520
23,Perempuan,Diploma,Kuli,Belum Kawin,3,14526774,Pelabuhan Ratu,9918993956878114
19,Perempuan,Pascasarjana,Pengangguran,Belum Kawin,1,8750387,Pelabuhan Ratu,3558648316089669
53,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,3,11698702,Cibadak,8680885689600630
32,Laki-laki,SD,Pengangguran,Kawin,4,8291029,Sukabumi,7789302969138737
29,Perempuan,SD,Petani,Cerai,0,9141723,Jampang,7658862212620550
79,Laki-laki,SMP,Pegawai Negeri,Cerai,1,1805575,Cisaat,9342445728825922
35,Laki-laki,Pascasarjana,Pengangguran,Kawin,0,1100239,Pelabuhan Ratu,3668339438149098
30,Perempuan,Diploma,Petani,Cerai,0,16413161,Parungkuda,7075983497370392
40,Laki-laki,SMA,Pengangguran,Kawin,3,5628323,Sukabumi,9623603683244067
13,Laki-laki,Sarjana,Kuli,Kawin,2,15752838,Parungkuda,8744667480334689
60,Perempuan,SD,Dokter,Cerai,2,1434514,Parungkuda,9913801645051258
50,Perempuan,Diploma,Petani,Cerai,0,2856907,Cisaat,9696452816133962
48,Perempuan,Sarjana,Petani,Cerai,2,3403032,Cibadak,2572325575952942
3,Perempuan,SMA,Pelajar,Kawin,3,13505392,Parungkuda,0833438599856218
45,Perempuan,Diploma,Kuli,Cerai,1,9778867,Cibadak,3179776029719355
74,Perempuan,Pascasarjana,Pengangguran,Belum Kawin,1,10053104,Sukabumi,0213733929556429
47,Laki-laki,Diploma,Pelajar,Cerai,2,9152935,Sukabumi,8872796724574735
8,Laki-laki,Diploma,Guru,Kawin,1,15292995,Sukabumi,1733200117934426
74,Laki-laki,Sarjana,Pegawai Negeri,Belum Kawin,5,4732872,Cisaat,7986142410259834
50,Laki-laki,Diploma,Petani,Belum Kawin,0,9492303,Jampang,8714492433884296
45,Laki-laki,Sarjana,Pelajar,Cerai,1,14014556,Parungkuda,8289751550978483
8,Perempuan,Diploma,Dokter,Cerai,2,984223,Pelabuhan Ratu,8168521946806103
15,Laki-laki,SMP,Petani,Belum Kawin,5,11019786,Cibadak,0468336979091416
8,Laki-laki,Diploma,Pelajar,Belum Kawin,3,3375620,Jampang,0618288911332209
7,Perempuan,Pascasarjana,Pelajar,Cerai,4,3491862,Pelabuhan Ratu,7355298767961536
49,Laki-laki,SMP,Pelajar,Belum Kawin,1,6538466,Cisaat,4314638840152501
45,Perempuan,Diploma,Dokter,Belum Kawin,4,7942731,Cibadak,3494050770503683
28,Perempuan,SD,Kuli,Kawin,5,17044951,Cibadak,5961302155865432
82,Laki-laki,Diploma,Pengangguran,Cerai,2,16520236,Parungkuda,3478473943901913
63,Perempuan,Pascasarjana,Guru,Cerai,0,18508877,Pelabuhan Ratu,9912426953247821
71,Laki-laki,SD,Pegawai Negeri,Kawin,3,3736794,Cisaat,9357905731332128
77,Perempuan,SMA,Pelajar,Cerai,0,7364772,Cisaat,7331493363498754
71,Perempuan,Diploma,Pegawai Negeri,Kawin,4,18328489,Parungkuda,6507638269157949
57,Perempuan,Sarjana,Dokter,Kawin,4,15691825,Cisaat,2324099319503516
42,Perempuan,SD,Dokter,Cerai,2,17698743,Cisaat,9906141633536579
75,Perempuan,Pascasarjana,Pengangguran,Cerai,2,13423194,Sukabumi,0284868120107895
27,Perempuan,SMA,Pegawai Negeri,Cerai,3,7782103,Pelabuhan Ratu,0223336675739835
58,Perempuan,SD,Kuli,Kawin,5,11509921,Parungkuda,0956320694027332
72,Laki-laki,Diploma,Pelajar,Belum Kawin,0,2734372,Parungkuda,4595053154116004
69,Perempuan,Sarjana,Guru,Cerai,1,19819739,Cibadak,9790545901237246
79,Perempuan,SD,Pengangguran,Kawin,2,14208092,Parungkuda,1553372997352996
7,Laki-laki,SMP,Kuli,Cerai,2,15500656,Cisaat,5665764583088763
85,Laki-laki,SMA,Pegawai Negeri,Cerai,5,9294459,Jampang,2738089359394305
69,Perempuan,Sarjana,Guru,Belum Kawin,1,18258748,Pelabuhan Ratu,4772048588542714
71,Perempuan,SD,Kuli,Cerai,4,12221318,Cibadak,9181710003907088
33,Laki-laki,Sarjana,Pelajar,Kawin,4,13400785,Sukabumi,6391579487226926
8,Laki-laki,SMA,Pegawai Negeri,Kawin,4,6641499,Cisaat,0554736602845711
44,Perempuan,SD,Pegawai Negeri,Belum Kawin,5,12099384,Jampang,4258748361903155
47,Laki-laki,Sarjana,Kuli,Cerai,2,9606778,Jampang,0640669993151825
65,Laki-laki,Diploma,Guru,Cerai,2,2778402,Sukabumi,1449427629720797
64,Perempuan,Pascasarjana,Pegawai Negeri,Belum Kawin,4,3705355,Jampang,9646969644097117
66,Laki-laki,SD,Pelajar,Kawin,3,3077092,Sukabumi,0383435156199162
48,Perempuan,SMA,Guru,Belum Kawin,3,11836897,Jampang,2903119718894420
15,Perempuan,Diploma,Petani,Cerai,5,6511955,Pelabuhan Ratu,4303063080414514
71,Perempuan,Sarjana,Dokter,Kawin,5,6686261,Parungkuda,8488321601174240
32,Laki-laki,SMA,Guru,Cerai,1,18173848,Pelabuhan Ratu,4339019984146543
6,Perempuan,SMP,Petani,Kawin,3,1482104,Sukabumi,0256679530881391
62,Laki-laki,Sarjana,Dokter,Kawin,1,6636149,Cibadak,9060690306521116
71,Perempuan,Diploma,Petani,Belum Kawin,4,12279325,Cisaat,5343847094487129
58,Laki-laki,SMP,Kuli,Cerai,2,3654028,Jampang,0791641985877596
36,Perempuan,Sarjana,Pengangguran,Kawin,5,3123517,Cisaat,0086248733240824
11,Perempuan,SMA,Guru,Cerai,4,8619022,Sukabumi,1964288419105069
87,Perempuan,Sarjana,Pengangguran,Cerai,2,5713248,Pelabuhan Ratu,7355445686976571
40,Perempuan,Sarjana,Guru,Kawin,5,4870219,Cisaat,4508975809932197
0,Laki-laki,SMA,Pelajar,Belum Kawin,5,3543336,Parungkuda,2219150468831019
63,Laki-laki,Diploma,Petani,Kawin,4,13825393,Sukabumi,5177631520948119
27,Perempuan,SMA,Kuli,Cerai,2,1480904,Parungkuda,1608909091416623
64,Laki-laki,Sarjana,Petani,Kawin,5,6575811,Sukabumi,2954808417257892
0,Laki-laki,SMA,Petani,Belum Kawin,0,13360105,Jampang,9897268982085730
15,Perempuan,Diploma,Pegawai Negeri,Belum Kawin,4,9933585,Cisaat,7330402873608460
18,Laki-laki,Pascasarjana,Kuli,Cerai,5,18772660,Sukabumi,2930161964735582
42,Laki-laki,Sarjana,Pegawai Negeri,Cerai,2,15530677,Cisaat,2359254077672525
85,Laki-laki,SD,Pengangguran,Kawin,3,1323294,Pelabuhan Ratu,9590654767765914
73,Laki-laki,SMP,Pengangguran,Cerai,4,17933287,Pelabuhan Ratu,9798991868033018
60,Perempuan,Sarjana,Dokter,Cerai,2,9730055,Jampang,8039705273389585
83,Perempuan,SMA,Guru,Belum Kawin,0,6370048,Cibadak,6620725944350520
65,Laki-laki,SMA,Petani,Belum Kawin,5,11297302,Sukabumi,9371719287444484
66,Perempuan,Diploma,Pelajar,Cerai,0,2659232,Jampang,0031067234206169
15,Perempuan,SD,Guru,Kawin,2,16753213,Parungkuda,7047371198742691
68,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,3,7771245,Parungkuda,0503104694881624
61,Laki-laki,SD,Pelajar,Cerai,2,19863820,Pelabuhan Ratu,6192685866224998
59,Perempuan,SMA,Pegawai Negeri,Kawin,2,19555663,Pelabuhan Ratu,2469743794470736
75,Laki-laki,Diploma,Kuli,Kawin,5,1699129,Cisaat,4455723656389130
49,Perempuan,SD,Dokter,Kawin,0,6864606,Cibadak,6411347766501794
7,Perempuan,SMA,Petani,Cerai,0,10715527,Jampang,1516334608762664
87,Laki-laki,Pascasarjana,Pelajar,Belum Kawin,2,17410522,Cibadak,6529511422099342
52,Perempuan,Pascasarjana,Petani,Cerai,2,18569021,Cibadak,3594763418416024
4,Laki-laki,Sarjana,Kuli,Cerai,5,8265384,Parungkuda,0590494948539034
69,Perempuan,SMP,Dokter,Belum Kawin,0,6360516,Pelabuhan Ratu,9286561386217872
74,Perempuan,SMA,Guru,Belum Kawin,5,12865262,Cibadak,9483811434670413
4,Laki-laki,SD,Pegawai Negeri,Cerai,2,18909290,Pelabuhan Ratu,2275284713010150
74,Perempuan,Pascasarjana,Dokter,Cerai,2,1536677,Jampang,2671666071692201
10,Perempuan,Sarjana,Kuli,Belum Kawin,4,10152531,Sukabumi,2344167468625617
3,Laki-laki,SD,Guru,Cerai,1,16157232,Parungkuda,9443183429277158
60,Perempuan,SD,Pelajar,Belum Kawin,2,4304845,Jampang,8311373169702402
23,Perempuan,SMA,Pegawai Negeri,Cerai,0,9178167,Cibadak,9036512509212485
10,Perempuan,SD,Pengangguran,Kawin,2,19325151,Sukabumi,2682658004594873
42,Perempuan,Pascasarjana,Pengangguran,Belum Kawin,0,3242688,Sukabumi,0025701469070345
1,Laki-laki,SMP,Guru,Cerai,0,15295856,Cibadak,3956769053630526
1,Laki-laki,Pascasarjana,Kuli,Kawin,4,6627988,Parungkuda,9860609564908778
48,Laki-laki,Sarjana,Dokter,Belum Kawin,0,2097039,Pelabuhan Ratu,8956870932412762
22,Laki-laki,SMA,Pegawai Negeri,Belum Kawin,0,16942398,Parungkuda,5570282348136101
5,Perempuan,Pascasarjana,Pelajar,Cerai,2,17605064,Pelabuhan Ratu,5933079247802272
2,Laki-laki,Diploma,Guru,Belum Kawin,2,6678037,Sukabumi,0494743499684284
23,Perempuan,Pascasarjana,Pengangguran,Cerai,1,11397011,Cisaat,0375312291483716
37,Laki-laki,Diploma,Pengangguran,Cerai,1,19837986,Cibadak,9053811287102356
0,Laki-laki,Sarjana,Pegawai Negeri,Cerai,0,17310352,Parungkuda,3340993350589417
8,Perempuan,SMP,Petani,Kawin,5,10385056,Jampang,6603462917922910
8,Laki-laki,Pascasarjana,Dokter,Belum Kawin,4,8537381,Cisaat,3916167992942030
37,Laki-laki,SMP,Pegawai Negeri,Cerai,0,1163053,Pelabuhan Ratu,4003687119359903
49,Laki-laki,SD,Kuli,Kawin,3,1970195,Cibadak,6774157151335997
11,Perempuan,Sarjana,Dokter,Cerai,4,9896408,Cisaat,3251203905777556
26,Laki-laki,SMP,Kuli,Cerai,0,10760366,Cibadak,4110384574956966
83,Perempuan,SMP,Kuli,Belum Kawin,4,15799680,Pelabuhan Ratu,1523006908450160
55,Perempuan,SMA,Pegawai Negeri,Cerai,3,5702062,Cibadak,7906944232270851
34,Laki-laki,SMA,Dokter,Belum Kawin,4,2964127,Sukabumi,3671508080399552
16,Laki-laki,Sarjana,Pegawai Negeri,Kawin,3,11277346,Sukabumi,6147585145261507
10,Perempuan,SMP,Pelajar,Belum Kawin,5,789320,Cibadak,3945217988330344
42,Laki-laki,Sarjana,Dokter,Kawin,4,16718551,Cisaat,1878966132725964
72,Laki-laki,Pascasarjana,Pengangguran,Cerai,2,15397778,Jampang,1669060663980741
33,Laki-laki,SMA,Guru,Kawin,3,15229631,Cisaat,1653898685387883
73,Perempuan,Diploma,Pengangguran,Cerai,5,19218696,Parungkuda,6953597062697411
21,Laki-laki,Sarjana,Petani,Belum Kawin,0,15803882,Cisaat,5865976794980876
22,Perempuan,Sarjana,Pegawai Negeri,Cerai,0,12910360,Parungkuda,5871101340841533
70,Perempuan,Diploma,Pengangguran,Belum Kawin,0,19877542,Cibadak,7693982420271455
64,Laki-laki,SMA,Pegawai Negeri,Kawin,1,2240732,Cisaat,5890015763755900
83,Laki-laki,Sarjana,Pengangguran,Cerai,4,15951777,Pelabuhan Ratu,8952566997579188
74,Perempuan,Diploma,Pengangguran,Kawin,0,15937756,Cibadak,1903934900680498
20,Perempuan,SD,Pelajar,Cerai,0,19544646,Jampang,5562177274642379
70,Laki-laki,SMP,Dokter,Belum Kawin,3,15063550,Jampang,0697892722773916
71,Perempuan,SMA,Dokter,Kawin,0,10769177,Pelabuhan Ratu,8960897324455980
78,Perempuan,SD,Dokter,Belum Kawin,2,18967388,Jampang,0370876572741480
1,Laki-laki,Sarjana,Kuli,Cerai,4,12356849,Cibadak,9344665239589818
61,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,3,5986794,Pelabuhan Ratu,5746667056635319
53,Perempuan,Pascasarjana,Guru,Belum Kawin,4,4862537,Jampang,4033913807495594
79,Perempuan,SD,Pengangguran,Kawin,1,16597751,Sukabumi,8383725903684838
83,Laki-laki,Diploma,Petani,Cerai,5,15994732,Cisaat,5105931173885789
23,Perempuan,SD,Kuli,Belum Kawin,4,4932698,Pelabuhan Ratu,3734512799747615
74,Laki-laki,SMP,Pegawai Negeri,Cerai,0,11038115,Sukabumi,3252565832750443
69,Perempuan,Pascasarjana,Pelajar,Belum Kawin,5,13553741,Cisaat,7625905186288677
69,Perempuan,SMP,Pengangguran,Kawin,5,8043483,Cibadak,1789257298256689
88,Laki-laki,SMP,Pengangguran,Cerai,3,2230143,Jampang,5130466412558558
50,Perempuan,Sarjana,Guru,Belum Kawin,3,954634,Pelabuhan Ratu,6093442389048191
16,Perempuan,SD,Pegawai Negeri,Cerai,3,2299068,Sukabumi,2654441509314090
16,Laki-laki,SMA,Pegawai Negeri,Belum Kawin,3,2638518,Pelabuhan Ratu,8470088772544186
66,Perempuan,Sarjana,Pelajar,Kawin,0,15957564,Pelabuhan Ratu,7359738971186701
68,Perempuan,SMA,Petani,Cerai,5,10291056,Cisaat,7075531103821376
35,Perempuan,SD,Pengangguran,Kawin,2,2590105,Sukabumi,1573017240564610
29,Laki-laki,SMP,Petani,Belum Kawin,1,17613411,Cisaat,5641413796876015
48,Perempuan,Diploma,Petani,Cerai,0,8180031,Sukabumi,9072264429688146
35,Perempuan,Diploma,Pengangguran,Kawin,1,6726480,Sukabumi,3204679016636858
12,Perempuan,Diploma,Kuli,Belum Kawin,2,8233420,Cibadak,9332245675731244
25,Laki-laki,SMA,Guru,Belum Kawin,4,3904434,Pelabuhan Ratu,6094416221170489
30,Laki-laki,SD,Pelajar,Cerai,4,15587554,Cisaat,6029758042124080
37,Laki-laki,Sarjana,Petani,Belum Kawin,2,10722385,Cisaat,6257345381783986
84,Laki-laki,Diploma,Petani,Kawin,0,5412710,Pelabuhan Ratu,0449655514123762
27,Perempuan,SMA,Petani,Belum Kawin,0,17885022,Cibadak,5994998323865105
59,Laki-laki,SD,Pelajar,Cerai,2,16033520,Jampang,1853899197479986
70,Laki-laki,SMP,Pegawai Negeri,Belum Kawin,4,7246586,Cisaat,5226684771229275
53,Laki-laki,SMP,Petani,Belum Kawin,1,6287137,Cibadak,4073252067765801
36,Perempuan,SMP,Pegawai Negeri,Belum Kawin,5,6295455,Sukabumi,7975844163016531
11,Laki-laki,SD,Pelajar,Kawin,1,3490124,Pelabuhan Ratu,0756368363796359
13,Laki-laki,Diploma,Pegawai Negeri,Kawin,1,16748720,Cibadak,2080879343421676
81,Laki-laki,SMA,Guru,Kawin,1,1614745,Cibadak,5304204327523169
58,Laki-laki,SMP,Pelajar,Belum Kawin,0,12015841,Cibadak,9302858898952509
57,Perempuan,Diploma,Pengangguran,Cerai,5,17575951,Jampang,6538414149827212
14,Laki-laki,Sarjana,Petani,Kawin,0,19665028,Jampang,9010713357479373
54,Perempuan,SMP,Pegawai Negeri,Kawin,1,11882629,Pelabuhan Ratu,4744224798095693
83,Laki-laki,Pascasarjana,Guru,Belum Kawin,1,4913208,Cibadak,2134832512209211
86,Laki-laki,SMP,Petani,Kawin,3,7806402,Sukabumi,8845526514659679
49,Perempuan,Diploma,Pegawai Negeri,Cerai,2,19115395,Pelabuhan Ratu,7288899048943954
51,Laki-laki,Pascasarjana,Kuli,Cerai,4,19726231,Pelabuhan Ratu,8585808134350501
61,Perempuan,SMA,Dokter,Belum Kawin,3,10750915,Pelabuhan Ratu,8643195410984304
1,Laki-laki,SD,Petani,Belum Kawin,3,18588488,Sukabumi,8126726419192525
62,Laki-laki,SD,Petani,Cerai,1,10522275,Cibadak,7262527571356766
45,Perempuan,Sarjana,Petani,Belum Kawin,5,19419930,Sukabumi,8363651345086768
64,Perempuan,SD,Pengangguran,Cerai,5,3074624,Cibadak,8595664984039112
78,Perempuan,SMA,Petani,Kawin,4,12740516,Jampang,4156779344842172
43,Laki-laki,Sarjana,Kuli,Cerai,3,8435778,Cibadak,4793135088202920
7,Perempuan,SMP,Pelajar,Belum Kawin,3,8944759,Sukabumi,8962883495490932
20,Laki-laki,SMA,Pegawai Negeri,Cerai,3,15668725,Pelabuhan Ratu,8286681689545467
0,Laki-laki,SD,Guru,Cerai,5,14074923,Cisaat,0960345287209734
55,Perempuan,Pascasarjana,Pegawai Negeri,Belum Kawin,0,10979717,Cisaat,9442125133886025
41,Perempuan,Pascasarjana,Petani,Cerai,4,6020545,Jampang,3088896335812823
79,Perempuan,Sarjana,Kuli,Cerai,4,15299283,Parungkuda,0940807803503123
49,Laki-laki,SMA,Pengangguran,Cerai,4,8431757,Jampang,1430140715514154
38,Perempuan,SD,Dokter,Kawin,5,9231953,Pelabuhan Ratu,6130519508506102
18,Laki-laki,Pascasarjana,Petani,Cerai,2,3567475,Jampang,3559449120949745
36,Perempuan,Diploma,Guru,Kawin,5,13184959,Pelabuhan Ratu,9411734592948650
58,Laki-laki,SD,Pengangguran,Belum Kawin,4,18518897,Jampang,4597988922482966
30,Perempuan,Pascasarjana,Pelajar,Kawin,5,2974025,Pelabuhan Ratu,8954116681257466
15,Laki-laki,SD,Kuli,Kawin,4,8738903,Cibadak,5635864375200210
27,Perempuan,Sarjana,Dokter,Kawin,0,3058332,Pelabuhan Ratu,4998083074898570
22,Laki-laki,SMA,Kuli,Belum Kawin,4,15884185,Cisaat,8911250109358195
45,Laki-laki,Diploma,Pegawai Negeri,Belum Kawin,0,18204439,Cibadak,5836193958872487
73,Perempuan,SMP,Pelajar,Belum Kawin,4,8271484,Cibadak,2638567196992656
51,Laki-laki,SMA,Guru,Belum Kawin,3,6199597,Jampang,1738889975173926
70,Perempuan,Pascasarjana,Pelajar,Cerai,4,8974099,Pelabuhan Ratu,1402606292826046
43,Laki-laki,SMP,Pelajar,Belum Kawin,3,14873690,Pelabuhan Ratu,8802726089534970
18,Perempuan,Sarjana,Guru,Belum Kawin,4,9507833,Cisaat,2927158396901409
81,Perempuan,SMP,Petani,Cerai,1,14763779,Cisaat,0437639376861699
46,Laki-laki,SMP,Pengangguran,Belum Kawin,5,9243877,Pelabuhan Ratu,7203173740822395
29,Perempuan,Diploma,Petani,Cerai,1,10480231,Cibadak,3761965717732155
67,Laki-laki,SMA,Guru,Belum Kawin,1,12660332,Cisaat,2344428636570301
50,Laki-laki,Sarjana,Petani,Belum Kawin,3,7990443,Cisaat,2528313583493054
29,Laki-laki,SMA,Pelajar,Belum Kawin,3,548002,Cisaat,2953159527529897
21,Laki-laki,Sarjana,Petani,Belum Kawin,5,11551701,Cisaat,7379549063995368
52,Perempuan,SMP,Pegawai Negeri,Kawin,3,14732389,Parungkuda,6552276825771036
49,Laki-laki,SD,Dokter,Cerai,4,9420489,Jampang,4307932531932692
5,Laki-laki,SD,Pelajar,Kawin,2,18421007,Parungkuda,6546146894114587
73,Perempuan,SMP,Pegawai Negeri,Kawin,1,19823781,Parungkuda,8283658842477651
20,Laki-laki,Diploma,Pegawai Negeri,Cerai,5,9671472,Cisaat,9716582599083065
16,Perempuan,SMA,Pelajar,Belum Kawin,4,673539,Pelabuhan Ratu,3872616726018685
44,Laki-laki,Diploma,Pengangguran,Cerai,2,17169645,Cisaat,7714331750623056
7,Laki-laki,Diploma,Dokter,Belum Kawin,2,17345544,Pelabuhan Ratu,3206674994229305
68,Laki-laki,Sarjana,Dokter,Cerai,5,13241837,Parungkuda,2770480929456029
39,Laki-laki,Diploma,Kuli,Belum Kawin,4,17835260,Parungkuda,7838689941798146
62,Perempuan,SD,Pelajar,Belum Kawin,2,12886037,Parungkuda,7330437401287028
58,Laki-laki,Sarjana,Kuli,Cerai,1,4692355,Cibadak,7045245919753336
78,Laki-laki,SMP,Kuli,Belum Kawin,5,1998245,Cibadak,0712058667482682
26,Laki-laki,Sarjana,Petani,Belum Kawin,4,9748357,Cisaat,8357032939891604
30,Laki-laki,Diploma,Pengangguran,Belum Kawin,1,15609943,Sukabumi,2288231494096109
67,Perempuan,SMA,Dokter,Kawin,4,10901233,Cibadak,1510453543829534
28,Laki-laki,Sarjana,Pelajar,Belum Kawin,0,1956636,Jampang,9062506057655423
35,Laki-laki,Pascasarjana,Dokter,Kawin,2,18304097,Cibadak,9773887427759514
79,Perempuan,SMP,Pegawai Negeri,Belum Kawin,4,16630442,Cisaat,2275811679360729
57,Perempuan,Sarjana,Pengangguran,Kawin,2,10589624,Sukabumi,8312258025166870
2,Laki-laki,SMA,Pegawai Negeri,Belum Kawin,2,18042920,Pelabuhan Ratu,3768069966262050
18,Laki-laki,SMA,Pegawai Negeri,Cerai,5,14390725,Pelabuhan Ratu,8083639236671390
80,Perempuan,SMA,Dokter,Kawin,3,13661550,Jampang,8636668195155292
88,Perempuan,SMA,Pelajar,Kawin,4,6946052,Jampang,5586577848188370
83,Laki-laki,Sarjana,Dokter,Cerai,2,10706965,Parungkuda,8675770940620367
66,Laki-laki,SMA,Pelajar,Kawin,1,18800518,Pelabuhan Ratu,3561437179829952
60,Perempuan,SD,Pegawai Negeri,Cerai,0,13240994,Pelabuhan Ratu,4691387373791104
67,Perempuan,SMP,Pegawai Negeri,Cerai,3,17190322,Cisaat,2085142302042008
79,Laki-laki,Sarjana,Kuli,Belum Kawin,1,18729416,Pelabuhan Ratu,9128890215757184
78,Perempuan,SMA,Pengangguran,Cerai,0,7826911,Pelabuhan Ratu,8908810828925879
76,Laki-laki,SD,Petani,Kawin,3,15441799,Parungkuda,1019458282602597
30,Perempuan,Pascasarjana,Pengangguran,Cerai,0,13971721,Pelabuhan Ratu,6198756437198510
0,Laki-laki,SMP,Petani,Cerai,5,6237593,Jampang,9325637105831823
26,Perempuan,SMA,Kuli,Kawin,2,3208454,Cisaat,2676041728314889
27,Perempuan,Pascasarjana,Pengangguran,Kawin,2,11021590,Sukabumi,1211642134725081
58,Laki-laki,SD,Pelajar,Cerai,3,5380509,Cibadak,8547094244658042
63,Laki-laki,Pascasarjana,Pengangguran,Cerai,1,7960124,Parungkuda,1331083401842164
2,Perempuan,SMP,Pengangguran,Belum Kawin,1,10074596,Parungkuda,5524852155136434
34,Perempuan,Diploma,Petani,Belum Kawin,4,18968887,Jampang,9514885438418495
45,Perempuan,Diploma,Petani,Cerai,5,17683732,Pelabuhan Ratu,5813244353558732
65,Laki-laki,Sarjana,Petani,Belum Kawin,1,1802477,Cibadak,7972023631843126
38,Laki-laki,SD,Kuli,Cerai,5,806185,Pelabuhan Ratu,8383618456987518
61,Laki-laki,Diploma,Guru,Belum Kawin,3,3685421,Cibadak,1594721820780994
4,Perempuan,Diploma,Guru,Kawin,1,14754045,Pelabuhan Ratu,8569879193607392
57,Laki-laki,Pascasarjana,Petani,Cerai,0,1464497,Jampang,4074766621986481
41,Laki-laki,SD,Pegawai Negeri,Belum Kawin,2,16664561,Jampang,4540378032086767
45,Perempuan,SMP,Dokter,Kawin,3,13932800,Cibadak,2973782178912075
22,Perempuan,Sarjana,Petani,Belum Kawin,5,14404265,Cibadak,6722002702946256
29,Laki-laki,Sarjana,Pengangguran,Kawin,2,8836857,Sukabumi,7039034275253571
86,Laki-laki,SMA,Kuli,Cerai,3,728210,Parungkuda,1962010961155603
82,Laki-laki,Pascasarjana,Dokter,Kawin,0,17663736,Cisaat,0122586097635250
86,Perempuan,SMA,Pengangguran,Kawin,2,12520864,Jampang,4049658755398766
17,Perempuan,Sarjana,Guru,Kawin,2,19626507,Pelabuhan Ratu,8297339456181061
7,Perempuan,SD,Pengangguran,Belum Kawin,2,9548121,Cibadak,5837719563905589
62,Laki-laki,SMA,Guru,Kawin,2,5258479,Pelabuhan Ratu,5419793655450623
46,Laki-laki,SD,Petani,Belum Kawin,3,2874324,Cibadak,9246099568599319
14,Perempuan,Sarjana,Pegawai Negeri,Kawin,1,6537420,Jampang,4170070583404744
50,Laki-laki,SD,Pengangguran,Cerai,2,19362677,Cisaat,0591059946543513
48,Perempuan,Sarjana,Petani,Cerai,0,8243255,Jampang,9086450616705856
19,Perempuan,SMA,Pengangguran,Kawin,5,3048615,Jampang,2794196736333190
57,Laki-laki,SD,Dokter,Kawin,2,16438292,Jampang,1151914569348797
39,Laki-laki,SD,Kuli,Belum Kawin,5,4953056,Jampang,0740831920561604
79,Perempuan,Sarjana,Guru,Cerai,3,4188846,Cibadak,1605757799775840
49,Perempuan,Pascasarjana,Guru,Belum Kawin,0,11063938,Cibadak,6259300646851711
80,Laki-laki,Diploma,Dokter,Cerai,4,929024,Cisaat,3973506932776240
7,Laki-laki,Sarjana,Guru,Kawin,2,6326358,Jampang,0861171136893021
41,Laki-laki,SD,Pegawai Negeri,Cerai,1,3051122,Sukabumi,7255332664512933
46,Perempuan,SMP,Pegawai Negeri,Kawin,1,12719636,Cibadak,4932963655964061
27,Perempuan,Pascasarjana,Pengangguran,Belum Kawin,2,5778340,Cisaat,5536898126194083
74,Laki-laki,SMP,Kuli,Kawin,0,2999801,Sukabumi,5537969323074826
45,Laki-laki,SMA,Pelajar,Cerai,0,3865013,Cibadak,9001478986763419
