Usia,Jenis_Kelamin,Pendidikan_Terakhir,Pekerjaan,Status_Perkawinan,Jumlah_Anak,Penghasilan_Bulanan,Kota_Tinggal,NIK
37,Laki-laki,Sarjana,PNS,Belum Kawin,5,5101063,Pelabuhan Ratu,1825340645827819
25,Laki-laki,Diploma,Pelajar,Kawin,5,16158140,Cisaat,0895078079252858
22,Perempuan,Pascasarjana,Guru,Cerai,0,9924757,Cisaat,2144590804325027
28,Laki-laki,SMP,PNS,Kawin,0,18946595,Pelabuhan Ratu,6723339092976416
25,Laki-laki,SD,Pelajar,Kawin,1,14459167,Cisaat,7721523322515116
39,Perempuan,Pascasarjana,Pengangguran,Kawin,2,3724791,Parungkuda,7725578759700646
36,Laki-laki,Diploma,Guru,Cerai,1,14062340,Cisaat,0693725158461230
34,Laki-laki,SD,Mahasiswa,Kawin,2,15149118,Pelabuhan Ratu,2662065183201354
23,Laki-laki,SMP,Kuli,Cerai,1,7129689,Jampang,7144456699113802
28,Perempuan,Sarjana,PNS,Belum Kawin,1,14809751,Cisaat,2878232610584471
28,Perempuan,SMA,PNS,Cerai,0,8110550,Cibadak,8192454123437608
27,Laki-laki,SD,Pelajar,Kawin,5,2560764,Sukabumi,9585059034078407
33,Perempuan,Sarjana,Mahasiswa,Belum Kawin,4,19590867,Cisaat,2755122550726940
26,Laki-laki,SMP,Pengangguran,Cerai,0,13021223,Pelabuhan Ratu,2070683073289795
34,Laki-laki,SMP,Pengangguran,Kawin,2,9093495,Jampang,7574263730088673
27,Laki-laki,SMA,Mahasiswa,Belum Kawin,4,7147920,Cisaat,8074572793343534
26,Laki-laki,Sarjana,Pelajar,Belum Kawin,1,1747094,Cisaat,3485234438344831
27,Perempuan,SMA,Pelajar,Kawin,3,10855688,Parungkuda,6087243299939237
29,Laki-laki,Sarjana,Mahasiswa,Belum Kawin,4,6933563,Cibadak,2953871440247295
33,Laki-laki,Pascasarjana,Mahasiswa,Kawin,2,16898273,Sukabumi,8923585084888376
22,Perempuan,Diploma,Pengangguran,Kawin,4,7011871,Jampang,3436844857731842
26,Laki-laki,Diploma,Pelajar,Belum Kawin,3,992756,Cibadak,3812437334164198
39,Laki-laki,SD,PNS,Kawin,1,17818751,Sukabumi,1853254836064656
33,Perempuan,SMP,Mahasiswa,Kawin,1,17661878,Cibadak,7666567440467345
34,Perempuan,SD,Guru,Kawin,3,15812777,Jampang,0354021946253256
39,Laki-laki,SMP,Guru,Cerai,5,16499575,Cisaat,2473768967277147
34,Laki-laki,SD,Guru,Belum Kawin,1,19703712,Jampang,1259241753661345
38,Laki-laki,SD,Kuli,Cerai,0,17429099,Cibadak,1097204630524122
33,Laki-laki,SMA,Mahasiswa,Cerai,4,4346602,Cibadak,8092044635310167
24,Perempuan,Diploma,Kuli,Belum Kawin,2,11389275,Cisaat,6528720127122129
25,Perempuan,Diploma,Guru,Kawin,4,14713953,Pelabuhan Ratu,8725267249213729
36,Perempuan,Sarjana,PNS,Kawin,2,4318256,Parungkuda,8454323367230889
37,Perempuan,Pascasarjana,Pelajar,Cerai,5,8137218,Pelabuhan Ratu,7577158497691759
26,Laki-laki,SMA,PNS,Cerai,1,19985529,Pelabuhan Ratu,8681770199760709
37,Laki-laki,Diploma,Pelajar,Cerai,5,2905962,Pelabuhan Ratu,1069425643689809
34,Perempuan,SD,Pelajar,Cerai,0,10027599,Jampang,6109033743821060
38,Laki-laki,Sarjana,PNS,Kawin,4,1094665,Parungkuda,8706724167219295
28,Laki-laki,Diploma,Guru,Belum Kawin,2,17405616,Jampang,5092758334923295
33,Perempuan,SMA,Guru,Cerai,5,17000783,Cisaat,6475773133469440
36,Laki-laki,SD,Pengangguran,Cerai,4,16783266,Pelabuhan Ratu,2951536679500011
29,Laki-laki,SMA,PNS,Kawin,5,7606937,Sukabumi,9645080544005607
26,Perempuan,Sarjana,Guru,Cerai,3,4362636,Sukabumi,2959606722619457
25,Perempuan,Diploma,Guru,Kawin,4,7272676,Jampang,3025763343207890
23,Laki-laki,SMP,Guru,Cerai,1,16188123,Parungkuda,0225682419211396
34,Laki-laki,SMP,Guru,Belum Kawin,2,8557402,Cibadak,0096703532145958
23,Perempuan,Diploma,Pengangguran,Cerai,2,6925300,Cisaat,9164216274647591
39,Perempuan,SD,Mahasiswa,Cerai,1,7280654,Parungkuda,3368194291849540
39,Laki-laki,SMP,Mahasiswa,Cerai,3,9101520,Jampang,0030089402094664
28,Laki-laki,Pascasarjana,Guru,Cerai,3,17759323,Parungkuda,3450526249120400
25,Laki-laki,Diploma,Pengangguran,Cerai,1,17369852,Pelabuhan Ratu,2074071978049619
24,Perempuan,Sarjana,PNS,Belum Kawin,3,18310944,Pelabuhan Ratu,0932722771126932
37,Laki-laki,Diploma,Kuli,Belum Kawin,2,12282578,Parungkuda,8284792616850958
27,Laki-laki,SMA,PNS,Belum Kawin,0,5451660,Cibadak,6611153736164044
23,Perempuan,SD,Kuli,Kawin,2,16476645,Cibadak,8134933380872028
26,Perempuan,SMA,Guru,Belum Kawin,5,3938207,Parungkuda,9779140836441486
38,Laki-laki,SD,PNS,Cerai,2,16010814,Cibadak,9084438565327762
24,Laki-laki,SMA,Pengangguran,Cerai,3,12102017,Sukabumi,9616368647937349
29,Laki-laki,Diploma,PNS,Belum Kawin,1,9339100,Jampang,4978769859818988
34,Perempuan,Pascasarjana,Kuli,Kawin,5,4597928,Cibadak,6567897894670942
34,Perempuan,Sarjana,Pengangguran,Kawin,3,12123062,Cibadak,2447433902883594
32,Laki-laki,Sarjana,Guru,Belum Kawin,5,5423672,Pelabuhan Ratu,6119302280928482
37,Laki-laki,Pascasarjana,Pengangguran,Kawin,5,13375283,Sukabumi,0205932920948263
31,Perempuan,SMP,Pelajar,Belum Kawin,5,3976334,Cibadak,0880873803791815
38,Perempuan,Pascasarjana,PNS,Kawin,4,13002658,Sukabumi,1171052275147417
24,Perempuan,SD,Guru,Belum Kawin,1,8197632,Parungkuda,8308135943813004
35,Perempuan,SMP,Pengangguran,Kawin,0,3615206,Jampang,1784072172370939
39,Laki-laki,SMA,Pengangguran,Cerai,0,16390735,Parungkuda,4368161832824145
35,Perempuan,SMP,Guru,Kawin,2,5700234,Parungkuda,9700441608963799
27,Perempuan,SMP,Guru,Cerai,1,4430496,Pelabuhan Ratu,6904913279654511
23,Perempuan,SMA,Pelajar,Cerai,4,9362141,Cibadak,3198380182560164
24,Laki-laki,Sarjana,Guru,Cerai,2,8916596,Parungkuda,0452067885390962
23,Laki-laki,Diploma,Pengangguran,Belum Kawin,4,16072350,Parungkuda,6250667584252128
32,Perempuan,SMA,Kuli,Kawin,1,1913858,Pelabuhan Ratu,8576634308290931
35,Laki-laki,SMP,Pengangguran,Cerai,1,2329855,Cisaat,9240944936179986
38,Laki-laki,Diploma,Kuli,Belum Kawin,3,16523368,Cisaat,3029197785095715
26,Laki-laki,Pascasarjana,Pengangguran,Kawin,3,7096632,Cibadak,7540768108884351
39,Laki-laki,Sarjana,Guru,Cerai,2,18692595,Pelabuhan Ratu,2531576851719256
32,Laki-laki,SMA,PNS,Belum Kawin,2,4226961,Sukabumi,0482269125308317
31,Perempuan,Sarjana,Kuli,Kawin,2,7307132,Sukabumi,8551812563547084
30,Perempuan,Diploma,Guru,Kawin,1,13015599,Cisaat,4892168337122853
22,Perempuan,SD,PNS,Cerai,1,11651310,Jampang,8822992273855032
34,Perempuan,Sarjana,Kuli,Cerai,0,16533250,Jampang,1972889091076988
34,Laki-laki,Pascasarjana,PNS,Kawin,3,13901071,Jampang,0168874212851038
32,Laki-laki,Diploma,Kuli,Kawin,1,1294452,Cisaat,6327465290365009
32,Perempuan,SMA,Guru,Cerai,5,16533561,Jampang,1977220071929182
28,Laki-laki,Diploma,Kuli,Cerai,5,13491985,Pelabuhan Ratu,3605385674843175
35,Laki-laki,Pascasarjana,Guru,Belum Kawin,4,11527074,Parungkuda,3818179969613979
24,Perempuan,SMP,Kuli,Belum Kawin,4,2668515,Jampang,5774906269039937
23,Laki-laki,Diploma,Mahasiswa,Kawin,1,5913317,Parungkuda,8942756069420026
29,Laki-laki,SMP,Mahasiswa,Cerai,2,11167239,Jampang,3827938982199632
32,Laki-laki,Diploma,Pelajar,Cerai,1,15718221,Cibadak,2791442490905935
32,Perempuan,Pascasarjana,PNS,Belum Kawin,1,7795291,Cibadak,2016656770348899
26,Perempuan,Diploma,PNS,Kawin,2,10345927,Cisaat,0748400205643216
30,Laki-laki,SMA,Pengangguran,Cerai,5,18633303,Pelabuhan Ratu,5491918431772360
22,Perempuan,Sarjana,Kuli,Kawin,4,6509407,Parungkuda,4389171582467974
26,Laki-laki,Diploma,Mahasiswa,Kawin,4,3516364,Pelabuhan Ratu,2917208887315251
33,Perempuan,Sarjana,Mahasiswa,Belum Kawin,3,1744411,Jampang,0851575876788091
27,Laki-laki,Pascasarjana,Kuli,Cerai,2,13671442,Cibadak,7965154035235178
25,Laki-laki,SD,PNS,Kawin,4,2346778,Parungkuda,9816669402364945
25,Perempuan,Diploma,Kuli,Kawin,2,16131031,Sukabumi,8000273558396896
32,Laki-laki,Pascasarjana,Mahasiswa,Belum Kawin,0,4680855,Cisaat,2074772913479732
22,Perempuan,Diploma,Kuli,Kawin,5,9937927,Cisaat,4865804026024693
25,Perempuan,Pascasarjana,Pengangguran,Belum Kawin,0,15663313,Sukabumi,3723491476280837
22,Perempuan,SD,Pengangguran,Cerai,1,13127181,Cibadak,7775601075106336
30,Laki-laki,Sarjana,Pelajar,Kawin,1,11447901,Parungkuda,4761809102066515
32,Laki-laki,Sarjana,Mahasiswa,Belum Kawin,2,17841362,Pelabuhan Ratu,6081782084286687
36,Laki-laki,Diploma,Pengangguran,Belum Kawin,5,7350003,Pelabuhan Ratu,6972650491258015
23,Perempuan,SMP,PNS,Belum Kawin,0,8491032,Pelabuhan Ratu,7256289867989474
25,Perempuan,Sarjana,Pelajar,Kawin,1,16616822,Jampang,8387558970157726
28,Laki-laki,Sarjana,Mahasiswa,Cerai,1,9524514,Parungkuda,5604469158626065
37,Perempuan,Sarjana,PNS,Kawin,5,10551297,Jampang,7460853464860148
38,Laki-laki,SD,Kuli,Cerai,0,8784358,Parungkuda,0594289312334538
31,Perempuan,SMP,Mahasiswa,Cerai,5,1059600,Jampang,6784167753277329
26,Laki-laki,Sarjana,Mahasiswa,Cerai,2,19900469,Pelabuhan Ratu,5672357007272818
31,Perempuan,SD,PNS,Cerai,1,3243723,Cisaat,6664978997280207
29,Laki-laki,SMP,Pelajar,Cerai,2,6232057,Cibadak,7990430781355937
30,Laki-laki,Pascasarjana,Pengangguran,Cerai,3,1602513,Parungkuda,8446278150331316
22,Laki-laki,Sarjana,Pelajar,Kawin,2,9854679,Jampang,6824656577758225
27,Perempuan,Diploma,Mahasiswa,Cerai,2,2476436,Sukabumi,1566719458619701
23,Laki-laki,SD,PNS,Kawin,4,2706870,Cisaat,3351508128697728
30,Perempuan,SD,Mahasiswa,Belum Kawin,4,1220577,Sukabumi,6819161276293338
32,Laki-laki,SMP,Pengangguran,Cerai,4,19960427,Pelabuhan Ratu,6567237572804556
30,Perempuan,SD,Pelajar,Cerai,1,5376424,Sukabumi,8790435944212012
35,Perempuan,SMP,PNS,Cerai,4,13944899,Pelabuhan Ratu,0711645543459581
26,Perempuan,SMP,Kuli,Cerai,5,6064454,Sukabumi,5270409218134801
36,Perempuan,Pascasarjana,Pelajar,Cerai,0,16043331,Parungkuda,3441076481988802
22,Laki-laki,SMA,Pelajar,Belum Kawin,2,13389669,Cisaat,1500661307472388
27,Perempuan,Sarjana,Guru,Kawin,5,12986717,Cisaat,3005728226235916
28,Laki-laki,Diploma,Mahasiswa,Cerai,3,2803950,Pelabuhan Ratu,4412926303989154
26,Laki-laki,SMP,PNS,Belum Kawin,2,5971221,Parungkuda,7496155369649074
27,Laki-laki,Sarjana,Pengangguran,Belum Kawin,2,3154445,Pelabuhan Ratu,1436938799890232
27,Laki-laki,Diploma,Pengangguran,Belum Kawin,4,8579919,Jampang,4031756159959227
37,Laki-laki,SMP,Kuli,Belum Kawin,2,15753841,Cisaat,7538912302902918
35,Laki-laki,SD,PNS,Belum Kawin,1,3017785,Jampang,4992674274729601
22,Perempuan,SMA,Mahasiswa,Kawin,1,11911928,Cibadak,5485262874795452
23,Laki-laki,Diploma,Guru,Cerai,4,15230449,Pelabuhan Ratu,9957677887186430
34,Perempuan,SMA,PNS,Kawin,4,6616946,Sukabumi,1925565741190741
33,Laki-laki,Pascasarjana,Guru,Cerai,0,8665021,Sukabumi,4111144016637729
36,Perempuan,SD,Kuli,Belum Kawin,1,19786322,Jampang,0079853450976551
36,Laki-laki,Pascasarjana,Mahasiswa,Belum Kawin,3,540904,Sukabumi,6130315490715967
35,Laki-laki,Pascasarjana,PNS,Cerai,5,19112762,Cisaat,2244351009054721
22,Perempuan,SMA,Guru,Kawin,4,8292421,Sukabumi,4815918399844230
39,Perempuan,SMA,Kuli,Cerai,4,15665249,Sukabumi,9918693518521710
36,Laki-laki,SMA,Pelajar,Kawin,0,10985227,Pelabuhan Ratu,7873686511427468
25,Laki-laki,Diploma,Pengangguran,Kawin,5,15789166,Parungkuda,6751418608839888
33,Perempuan,SMA,Mahasiswa,Cerai,3,19215893,Jampang,9433115128218958
36,Perempuan,Pascasarjana,Kuli,Kawin,0,8694406,Parungkuda,7357455058304666
39,Perempuan,SD,Pelajar,Belum Kawin,3,11339654,Jampang,8807815124212427
22,Perempuan,Diploma,PNS,Belum Kawin,3,1458976,Pelabuhan Ratu,5273882390058474
29,Laki-laki,Sarjana,Guru,Kawin,4,18586528,Pelabuhan Ratu,3113116126132877
37,Perempuan,SMA,Kuli,Belum Kawin,0,3217599,Jampang,2455351203499836
30,Perempuan,SMP,Pelajar,Kawin,0,12581135,Jampang,1164586592133244
35,Laki-laki,Pascasarjana,PNS,Belum Kawin,1,8702668,Cibadak,4088582602272453
35,Perempuan,SMP,Kuli,Kawin,5,2222262,Pelabuhan Ratu,6010510685966831
39,Perempuan,Pascasarjana,Kuli,Belum Kawin,3,19903144,Jampang,0532362620129253
22,Laki-laki,Sarjana,Pelajar,Cerai,3,5123303,Cisaat,4919298925590345
23,Laki-laki,SMA,Pengangguran,Kawin,4,16202308,Sukabumi,9898283805866519
27,Laki-laki,SD,Guru,Kawin,0,10009979,Sukabumi,4088286102507944
34,Laki-laki,Pascasarjana,Guru,Cerai,2,8350310,Jampang,4740932682729606
33,Laki-laki,Sarjana,Pengangguran,Belum Kawin,3,8903325,Cisaat,2925752738400380
37,Perempuan,Pascasarjana,Pelajar,Cerai,5,19649926,Parungkuda,8293139038409591
23,Perempuan,Diploma,Kuli,Cerai,3,7879030,Cibadak,1913570169735341
30,Perempuan,Sarjana,PNS,Kawin,0,5956449,Sukabumi,8808196278903450
38,Perempuan,SMP,Guru,Cerai,1,4674377,Sukabumi,0387125830366050
25,Perempuan,SMP,Kuli,Belum Kawin,1,11734930,Parungkuda,3623573836084491
23,Laki-laki,Pascasarjana,Kuli,Cerai,0,13210366,Pelabuhan Ratu,9018938466665122
37,Laki-laki,SMA,Pelajar,Kawin,1,18790250,Parungkuda,8996736062307123
27,Perempuan,SMP,Kuli,Kawin,1,8895488,Parungkuda,8227509623065190
32,Laki-laki,Diploma,PNS,Cerai,2,15581228,Sukabumi,7015793837754117
30,Perempuan,SMP,Guru,Belum Kawin,0,14442403,Parungkuda,3122451677057774
22,Laki-laki,SMP,Guru,Belum Kawin,2,16685131,Cibadak,2283675518528539
28,Laki-laki,Diploma,Guru,Belum Kawin,0,14958479,Cisaat,1684393802178166
27,Perempuan,SD,Kuli,Cerai,4,18823208,Parungkuda,6188077170686875
39,Laki-laki,Diploma,Pelajar,Belum Kawin,0,4679027,Parungkuda,8154702795859213
35,Perempuan,Diploma,Mahasiswa,Kawin,4,756241,Cibadak,0359355370873738
28,Laki-laki,SMP,Mahasiswa,Belum Kawin,5,16532256,Parungkuda,2251493336188578
38,Laki-laki,SMP,Guru,Belum Kawin,1,10576895,Cisaat,3016593481345942
35,Perempuan,Sarjana,Pengangguran,Cerai,0,4568000,Jampang,4373112067155553
36,Laki-laki,Sarjana,Mahasiswa,Kawin,3,7365040,Cisaat,4389131001371915
23,Perempuan,Pascasarjana,Guru,Cerai,2,14945791,Sukabumi,9834110083303032
27,Perempuan,Diploma,Kuli,Cerai,2,880513,Cibadak,6040404095618485
38,Perempuan,Pascasarjana,Guru,Kawin,1,13717966,Cibadak,6786010231713998
22,Perempuan,Pascasarjana,Pelajar,Cerai,2,18038328,Jampang,0835524045728377
30,Laki-laki,SMA,PNS,Kawin,5,831174,Parungkuda,6856472540575375
27,Perempuan,SMP,Pengangguran,Belum Kawin,0,15768276,Sukabumi,2159484665535214
32,Laki-laki,Diploma,Mahasiswa,Cerai,4,14645172,Cisaat,8919650955521888
34,Perempuan,SMA,Mahasiswa,Cerai,1,18992525,Cisaat,0370519092199211
36,Laki-laki,Sarjana,Pelajar,Kawin,4,15408556,Parungkuda,4008928545252940
26,Laki-laki,SD,PNS,Belum Kawin,2,18744683,Pelabuhan Ratu,5411394485748380
28,Laki-laki,Diploma,Mahasiswa,Cerai,4,15003636,Cibadak,1979642875497879
34,Perempuan,SMP,Pengangguran,Cerai,3,15050692,Sukabumi,9520275554003951
28,Perempuan,Pascasarjana,Pelajar,Kawin,0,19324485,Cisaat,8678751332487075
38,Laki-laki,SD,PNS,Kawin,0,16567868,Jampang,3269555331456888
30,Laki-laki,Pascasarjana,Pelajar,Cerai,2,660254,Parungkuda,9191060299612811
29,Laki-laki,Diploma,Mahasiswa,Kawin,5,11305457,Jampang,0943378852922146
27,Laki-laki,SMA,Pengangguran,Cerai,4,12805043,Pelabuhan Ratu,1238786140554657
22,Laki-laki,Sarjana,Mahasiswa,Belum Kawin,5,18491166,Sukabumi,8706722561296649
24,Perempuan,Pascasarjana,Guru,Belum Kawin,3,14340254,Cisaat,0865510798657370
23,Laki-laki,Diploma,Mahasiswa,Cerai,5,10525941,Jampang,3784734863863080
23,Laki-laki,SD,Kuli,Kawin,1,4557753,Sukabumi,3797306265826255
38,Laki-laki,SD,Kuli,Kawin,4,12578988,Sukabumi,0403868273610277
37,Laki-laki,Sarjana,Mahasiswa,Belum Kawin,5,13034494,Parungkuda,5511209619704250
23,Laki-laki,Pascasarjana,PNS,Belum Kawin,2,4994445,Sukabumi,5170973301632102
37,Laki-laki,Diploma,PNS,Kawin,1,12680255,Parungkuda,0805889562445585
27,Perempuan,SD,Pelajar,Belum Kawin,0,965659,Sukabumi,4050753296046103
29,Laki-laki,SMA,PNS,Cerai,3,7503338,Parungkuda,1628904679775436
28,Perempuan,Sarjana,Kuli,Kawin,2,8361540,Jampang,6601395869011016
22,Laki-laki,Pascasarjana,Pelajar,Kawin,2,16120278,Cisaat,8041502250188830
22,Laki-laki,Pascasarjana,Kuli,Kawin,3,12732901,Jampang,3337866901841131
38,Laki-laki,Pascasarjana,Kuli,Cerai,3,8678512,Sukabumi,7258246725838226
32,Laki-laki,SD,Mahasiswa,Belum Kawin,5,8042471,Jampang,8752605524347670
38,Perempuan,SMP,Mahasiswa,Belum Kawin,4,19097802,Sukabumi,7537772239551608
22,Laki-laki,SD,Pengangguran,Cerai,2,3953747,Sukabumi,4204353388937628
34,Laki-laki,Pascasarjana,Guru,Cerai,1,18409630,Cibadak,7902011706946608
30,Laki-laki,SD,Kuli,Kawin,4,1643288,Sukabumi,5551160509200149
36,Perempuan,Sarjana,Pengangguran,Cerai,0,4920337,Cisaat,0096315546777853
27,Perempuan,SMP,Kuli,Cerai,5,1005634,Cibadak,2424858232802145
33,Perempuan,Pascasarjana,Guru,Cerai,1,13699120,Sukabumi,2516910501635391
27,Laki-laki,SMA,PNS,Cerai,0,15545137,Parungkuda,1715455979542809
29,Perempuan,Sarjana,PNS,Belum Kawin,4,4921140,Cibadak,8316624371044728
26,Laki-laki,Diploma,Pengangguran,Belum Kawin,4,8718978,Cisaat,0255182308697668
31,Perempuan,Pascasarjana,Kuli,Cerai,3,9297994,Pelabuhan Ratu,3026070833550209
22,Perempuan,Sarjana,Pelajar,Cerai,1,1759437,Parungkuda,8608858807398317
23,Perempuan,SMP,Mahasiswa,Kawin,0,6594262,Sukabumi,1421821643762419
33,Laki-laki,Pascasarjana,Mahasiswa,Belum Kawin,1,7961042,Cisaat,2562355911446112
35,Perempuan,Sarjana,Kuli,Kawin,5,18681982,Cibadak,7901196817306672
28,Laki-laki,SMP,Kuli,Kawin,1,3515066,Pelabuhan Ratu,2631749834846056
31,Laki-laki,SMP,Pelajar,Kawin,5,15556719,Cisaat,4469236089172948
27,Laki-laki,SMP,Kuli,Cerai,5,9959204,Pelabuhan Ratu,1599081925491720
24,Perempuan,Diploma,Pengangguran,Cerai,4,1445870,Sukabumi,2798611411590242
23,Laki-laki,SMP,Kuli,Kawin,0,7080284,Jampang,7571749344764179
36,Perempuan,SD,Pengangguran,Kawin,5,11767689,Cibadak,3799215151930004
37,Perempuan,SMA,Kuli,Kawin,1,7435025,Jampang,5999256165169023
29,Perempuan,SD,Mahasiswa,Cerai,1,10047206,Cisaat,8618262202377319
32,Perempuan,Diploma,Pengangguran,Kawin,2,5465667,Jampang,2112864207633932
25,Laki-laki,Diploma,Guru,Belum Kawin,0,14002505,Parungkuda,7205469066483768
39,Laki-laki,SD,Kuli,Belum Kawin,5,16496580,Pelabuhan Ratu,5370359998785855
35,Perempuan,SMA,Pelajar,Cerai,4,11815020,Cisaat,3332421500118306
28,Perempuan,Pascasarjana,Pelajar,Kawin,2,13451213,Pelabuhan Ratu,6468124615995947
35,Laki-laki,Diploma,PNS,Cerai,1,6572778,Pelabuhan Ratu,3073717870777429
23,Laki-laki,SD,Pelajar,Cerai,4,3610067,Cibadak,0383682308124461
33,Perempuan,SMP,PNS,Belum Kawin,5,810307,Parungkuda,4726813175065554
39,Perempuan,Sarjana,Kuli,Kawin,4,4335821,Jampang,7071798204824987
35,Perempuan,SMP,Kuli,Belum Kawin,0,13361831,Cibadak,2519639712884325
22,Perempuan,Diploma,PNS,Cerai,1,4432140,Sukabumi,7302688616978822
32,Perempuan,Sarjana,Guru,Kawin,1,4863676,Jampang,9979012752494009
38,Perempuan,Sarjana,Mahasiswa,Cerai,4,14956633,Jampang,3330044750754676
31,Perempuan,SMA,Pelajar,Kawin,3,11392419,Parungkuda,0728071439717086
35,Perempuan,SMP,PNS,Kawin,3,2758882,Parungkuda,7623038690310726
39,Perempuan,Sarjana,Mahasiswa,Kawin,2,3516045,Jampang,9842923070211966
32,Laki-laki,Sarjana,Pengangguran,Belum Kawin,1,6876511,Cisaat,3015241964423588
27,Perempuan,SD,Kuli,Cerai,4,8170790,Pelabuhan Ratu,0145179205659352
26,Laki-laki,SMA,PNS,Cerai,4,14704316,Pelabuhan Ratu,2246512799717614
33,Perempuan,Pascasarjana,Kuli,Belum Kawin,4,14890516,Cibadak,5955906961205149
27,Laki-laki,SMP,Mahasiswa,Kawin,1,12751681,Cisaat,1703988711032418
36,Laki-laki,SMA,Guru,Belum Kawin,5,9291914,Sukabumi,5246244091541182
35,Laki-laki,Sarjana,Pelajar,Kawin,2,18220862,Cibadak,2666358787459260
27,Laki-laki,SMA,Mahasiswa,Cerai,2,704699,Jampang,4238885445635868
25,Laki-laki,SD,Mahasiswa,Kawin,1,6659317,Pelabuhan Ratu,4244597352101423
38,Laki-laki,SMA,Guru,Belum Kawin,4,5347553,Pelabuhan Ratu,9458785571311411
32,Perempuan,SD,Kuli,Cerai,3,15312823,Pelabuhan Ratu,8834296442184847
23,Perempuan,Pascasarjana,Kuli,Belum Kawin,3,9378585,Pelabuhan Ratu,6105667927273901
32,Laki-laki,Diploma,Kuli,Kawin,1,2349427,Parungkuda,9057236255623322
34,Perempuan,Sarjana,PNS,Belum Kawin,4,9861195,Sukabumi,8600039652440644
26,Perempuan,Diploma,Mahasiswa,Kawin,0,3742299,Jampang,2239528601091110
30,Perempuan,SD,Mahasiswa,Cerai,0,17249160,Sukabumi,7608552468417422
34,Perempuan,Pascasarjana,Pelajar,Cerai,4,3259603,Sukabumi,4684265880125733
32,Laki-laki,SMA,Kuli,Belum Kawin,4,2515236,Jampang,7808905388435537
32,Perempuan,Pascasarjana,Pengangguran,Cerai,0,19604298,Jampang,2427538515859554
26,Laki-laki,Sarjana,Mahasiswa,Cerai,3,3287357,Parungkuda,9994336109086712
32,Perempuan,Diploma,Pengangguran,Kawin,2,6583579,Jampang,5177841823745105
35,Perempuan,Pascasarjana,Kuli,Kawin,3,15010194,Parungkuda,5558465951808293
33,Perempuan,Pascasarjana,Mahasiswa,Belum Kawin,4,16259100,Parungkuda,6279450151196445
22,Laki-laki,Sarjana,Guru,Kawin,0,9557844,Cisaat,6820024702127363
32,Perempuan,Diploma,Kuli,Belum Kawin,3,6161898,Jampang,4191391510245336
31,Perempuan,Sarjana,Mahasiswa,Belum Kawin,5,10171768,Parungkuda,3749528598174880
29,Perempuan,Diploma,Mahasiswa,Cerai,4,2593453,Pelabuhan Ratu,7068908512183155
36,Laki-laki,SD,Pengangguran,Kawin,1,2729814,Pelabuhan Ratu,3291563063984989
23,Laki-laki,SMP,Pengangguran,Cerai,3,15716005,Parungkuda,5039196721369792
34,Laki-laki,Sarjana,Kuli,Cerai,5,14097915,Jampang,8499407166624543
27,Laki-laki,Diploma,Pengangguran,Cerai,0,13576452,Parungkuda,9178676720624283
37,Laki-laki,SMP,Kuli,Kawin,0,789659,Jampang,0934343567425294
26,Perempuan,SD,Mahasiswa,Cerai,4,981533,Parungkuda,5868035169231793
39,Perempuan,Sarjana,Pelajar,Cerai,4,8723056,Sukabumi,7769019595033422
29,Laki-laki,Diploma,Mahasiswa,Kawin,2,14909348,Parungkuda,1619530978354506
27,Perempuan,Diploma,Kuli,Cerai,3,9213798,Jampang,7875806693601062
39,Laki-laki,SMP,Kuli,Kawin,5,9822165,Parungkuda,8691172848863136
28,Perempuan,SD,Guru,Cerai,1,8845144,Pelabuhan Ratu,9437549711208580
27,Laki-laki,Diploma,Pengangguran,Belum Kawin,2,4077426,Cisaat,5939496980660718
23,Perempuan,Diploma,Pengangguran,Kawin,2,13673223,Parungkuda,5212290949194610
34,Laki-laki,Diploma,Guru,Kawin,0,5321600,Cisaat,7636239704009910
34,Laki-laki,SMP,Pengangguran,Cerai,4,8411656,Pelabuhan Ratu,5896841203052140
27,Laki-laki,SD,Pengangguran,Belum Kawin,0,6591655,Sukabumi,7580045153565551
31,Laki-laki,SD,Guru,Kawin,5,5280094,Pelabuhan Ratu,3979931603794947
30,Laki-laki,SD,Pelajar,Belum Kawin,2,8862809,Jampang,9090600219936988
28,Laki-laki,SMP,Mahasiswa,Belum Kawin,4,8878192,Jampang,1419041362125359
34,Laki-laki,Diploma,Mahasiswa,Cerai,1,11455919,Cisaat,2618463582983609
32,Perempuan,SMA,Pengangguran,Kawin,0,8705811,Jampang,3862709673207859
37,Perempuan,SD,Kuli,Belum Kawin,1,1880918,Pelabuhan Ratu,6387423467887714
38,Laki-laki,SD,Kuli,Belum Kawin,3,16278316,Sukabumi,8350986896905704
22,Laki-laki,Sarjana,Guru,Kawin,3,2462738,Parungkuda,1149454140844424
36,Laki-laki,SMP,PNS,Belum Kawin,0,14853397,Cibadak,1014418496353984
30,Laki-laki,Pascasarjana,Pelajar,Cerai,5,10885962,Pelabuhan Ratu,8183822492995293
31,Perempuan,SMA,Pengangguran,Kawin,5,13291953,Cisaat,8267446629241302
37,Perempuan,Pascasarjana,Pelajar,Kawin,2,14460788,Cibadak,1153413594559221
27,Perempuan,Pascasarjana,Pelajar,Kawin,5,13914592,Parungkuda,0724264069298789
22,Perempuan,SMP,PNS,Kawin,3,13556317,Cisaat,7088833909649795
